,weights,cvar,tracking_error,turnover,n_positions,status
2013-09-30,"[0.01666667,0.01666667,0.01666667,0.01666667,0.01666667,0.01666667,
 0.01666667,0.01666667,0.01666667,0.01666667,0.01666667,0.01666667,
 0.01666667,0.01666667,0.01666667,0.01666667,0.01666667,0.01666667,
 0.01666667,0.01666667,0.01666667,0.01666667,0.01666667,0.01666667,
 0.01666667,0.01666667,0.01666667,0.01666667,0.01666667,0.01666667,
 0.01666667,0.01666667,0.01666667,0.01666667,0.01666667,0.01666667,
 0.01666667,0.01666667,0.01666667,0.01666667,0.01666667,0.01666667,
 0.01666667,0.01666667,0.01666667,0.01666667,0.01666667,0.01666667,
 0.01666667,0.01666667,0.01666667,0.01666667,0.01666667,0.01666667,
 0.01666667,0.01666667,0.01666667,0.01666667,0.01666667,0.01666667]",,,,60,exception
2013-12-31,"[ 2.35056412e-02, 9.42697098e-03, 1.13694965e-02, 2.07800487e-02,
  1.20647411e-02,-5.38086083e-07,-2.20901123e-07, 1.17947510e-02,
  1.66665486e-02, 4.99992642e-02, 1.66662958e-02, 9.13151712e-03,
  2.30630221e-02, 4.99990788e-02, 1.66664194e-02, 7.75309225e-08,
  1.66663858e-02, 2.38100432e-02, 3.15462695e-03, 1.66664344e-02,
  1.66663830e-02, 1.66665224e-02, 5.66927476e-03, 1.69286746e-02,
 -3.06047268e-08, 1.58627135e-02, 1.66663598e-02, 3.45812310e-02,
 -1.35767071e-07,-1.98724050e-07, 1.66664463e-02,-2.51614768e-07,
 -2.57787485e-07, 4.09441782e-02, 4.82572049e-03, 1.35859492e-02,
  7.91686988e-03, 1.66663366e-02, 1.66663130e-02, 4.99994177e-02,
  2.21652602e-02, 1.72199200e-02, 3.89101980e-02,-7.67243239e-08,
  1.66665355e-02, 2.43993307e-02, 2.19675989e-02, 1.66662276e-02,
  5.82440311e-03, 1.65167129e-03, 3.94493097e-02, 1.66666304e-02,
  1.73850890e-02, 1.22890347e-06, 1.66666034e-02, 1.66666528e-02,
  1.66660796e-02, 1.66661817e-02, 4.24317507e-02, 3.01872875e-02]",0.0015339102264168764,0.0013803469065809526,0.5421193528393382,50,optimal
2014-03-31,"[ 2.06393590e-02, 9.42679379e-03, 1.51783899e-02, 2.62107420e-02,
  1.48161633e-02, 1.78851594e-07, 4.38224566e-04, 1.39606344e-02,
  1.66666490e-02, 3.61404852e-02, 1.66661176e-02,-4.60997958e-08,
  1.06151832e-02, 4.99990401e-02, 1.28352630e-02, 2.08092961e-07,
  1.66665338e-02, 2.38098246e-02, 2.13758618e-02, 3.07670256e-02,
  1.66662170e-02, 1.66664648e-02, 7.12222813e-03, 3.79142414e-02,
  5.30940420e-03, 1.58627518e-02,-3.62944633e-08, 3.97400390e-02,
  1.40877170e-08,-8.16147297e-08, 1.66662985e-02, 5.51282986e-03,
  1.35928681e-02, 2.95821091e-02, 4.82559311e-03,-7.61724070e-08,
  7.46038580e-03, 1.66664686e-02, 1.39199710e-02, 4.99997549e-02,
  2.21653087e-02, 1.72198151e-02, 5.00000022e-02, 6.93031248e-08,
  7.45715218e-03, 2.43998278e-02, 2.19675306e-02, 1.66663490e-02,
  5.82517375e-03, 1.65170034e-03, 9.98497410e-03, 2.33950454e-02,
  1.73852431e-02, 3.69403772e-03, 2.20137916e-02,-1.10943479e-07,
  2.83241343e-02, 1.66661949e-02, 4.24320830e-02, 3.50316025e-02]",0.0016412346315326362,0.0014138425583979442,0.2845894065437708,50,optimal
2014-06-30,"[ 3.88335631e-02, 1.38159484e-02, 1.24055378e-02, 2.00444600e-02,
  1.43706694e-02, 3.86029281e-07, 1.16339859e-03, 1.54684179e-02,
  1.66666070e-02, 2.72197171e-02, 1.66659045e-02, 1.04749748e-07,
  1.30313459e-02, 4.99989028e-02, 4.77650633e-03,-3.79489744e-08,
  8.60081793e-03, 2.38099943e-02, 2.41992812e-02, 4.38692998e-02,
  6.46541459e-03, 1.66663533e-02, 1.30594427e-02, 3.52661371e-02,
  5.30905011e-03, 1.58629232e-02,-1.21746111e-07, 3.97400839e-02,
  2.81638405e-08,-3.57669627e-08, 2.97373569e-02, 5.51338269e-03,
  1.35933569e-02, 2.95824426e-02, 1.01785882e-02, 6.00867213e-08,
  7.46097002e-03, 1.57329885e-02, 1.39201094e-02, 4.99999601e-02,
  2.21654392e-02, 1.01347808e-02, 4.99999703e-02, 5.58723811e-07,
  4.52415292e-03, 2.44001121e-02, 2.19674900e-02, 1.72821691e-02,
  2.77404985e-03, 1.65184997e-03, 9.98450707e-03, 2.33951313e-02,
  1.37500026e-02,-9.10929579e-07, 1.66395243e-02, 3.90912623e-03,
  2.83238749e-02, 1.59372306e-02, 4.24320357e-02, 3.76995863e-02]",0.0015847462355819792,0.0012813416243386642,0.14943373408280952,51,optimal
2014-09-30,"[ 4.99966108e-02, 2.48625075e-02, 1.24040880e-02, 2.00431307e-02,
  1.43686693e-02, 1.11685175e-03, 3.54300492e-03, 1.04365596e-02,
  7.50292165e-03, 2.72187586e-02, 1.66652385e-02,-1.68163590e-07,
  1.30303801e-02, 4.37022988e-02, 4.77556808e-03, 1.09620668e-02,
  3.47561299e-04, 2.38092018e-02, 2.41983268e-02, 4.38685518e-02,
  6.46454810e-03, 1.66655016e-02, 1.99507743e-02, 2.75375228e-02,
  5.30825434e-03, 4.01005222e-02,-5.88770813e-08, 3.30883166e-02,
 -2.09159118e-07,-1.93105288e-07, 2.97365162e-02, 6.93632794e-03,
  1.35922818e-02, 2.53725389e-02, 2.52108655e-02, 1.72933349e-02,
  7.17776416e-03, 7.30362670e-04, 1.39195391e-02, 4.99996044e-02,
  2.32568001e-02, 1.01339166e-02, 4.01490982e-02, 5.24270687e-08,
  4.52343055e-03, 1.59199114e-02, 2.08051995e-02, 1.72814131e-02,
  2.77368351e-03, 1.65101840e-03, 9.98383549e-03, 2.21841102e-02,
  1.37489725e-02,-7.63844217e-08, 1.66384464e-02, 3.90823867e-03,
  3.21733824e-02, 2.27054288e-02, 2.50405316e-02, 2.51863686e-02]",0.0013236578461797797,0.0010734542516569706,0.2265103430979486,52,optimal
2014-12-31,"[ 4.99971203e-02, 1.98907465e-02, 1.24043299e-02, 1.92284571e-02,
  1.43685430e-02,-6.38347183e-08, 1.50828012e-02, 8.39829570e-03,
  7.50303007e-03, 2.72182486e-02, 1.66655546e-02, 1.07911084e-02,
  9.09724368e-03, 2.84867674e-02, 4.77492178e-03, 1.09621991e-02,
  3.92084779e-03, 2.38089772e-02, 3.24409369e-02, 4.99995557e-02,
  6.46517022e-03, 2.38412766e-02, 1.99504058e-02, 2.75374212e-02,
  1.60243048e-02, 4.01006584e-02, 9.86694343e-08, 1.32263921e-02,
  1.27427831e-02,-1.32574390e-07, 2.35737460e-02, 1.48355820e-02,
  1.38483482e-02, 2.05694377e-02, 2.52108201e-02, 2.82143587e-02,
  5.33365295e-04, 7.30229582e-04, 1.39191457e-02, 4.99996113e-02,
  2.68572019e-02, 1.01336395e-02, 4.11941165e-02, 2.35682976e-07,
  4.52366471e-03, 1.59205397e-02, 2.08051058e-02, 1.72816386e-02,
  1.16104984e-02, 1.20265633e-02, 1.35079247e-02, 7.79315027e-03,
  1.37491612e-02, 2.81318393e-07, 3.75854570e-03, 1.79980076e-03,
  2.89140431e-02, 2.27053359e-02, 9.01850958e-03, 2.20373976e-02]",0.0012385979860835986,0.0010193861704182307,0.23475023310973156,53,optimal
2015-03-31,"[ 5.00004677e-02, 3.79295217e-07, 1.24040022e-02, 1.81700142e-02,
  9.87910813e-03,-1.21526369e-07, 1.79661809e-02, 7.12039433e-03,
  7.50288178e-03, 2.47565768e-02, 1.66653939e-02,-2.74868117e-07,
  1.25021500e-02, 2.84865428e-02, 1.54719688e-02, 1.09621657e-02,
  3.92059398e-03, 3.39925176e-02, 3.24408383e-02, 4.99996808e-02,
  8.56571242e-03, 4.01780188e-02, 1.99505870e-02, 2.42966965e-02,
  1.60239382e-02, 3.67273454e-02, 5.96682103e-03, 8.09449883e-03,
  1.87806968e-02, 5.87260053e-03, 2.35738139e-02, 1.48359745e-02,
  1.38485841e-02, 2.66988951e-02, 6.39505132e-03, 3.04451580e-02,
  6.40816915e-04, 7.30095498e-04, 2.05625722e-08, 4.99997339e-02,
  2.68570719e-02, 1.01332649e-02, 4.11937950e-02, 1.75827064e-03,
 -1.83491235e-07, 1.59204967e-02, 2.08050911e-02, 1.50922642e-02,
  1.97076538e-02, 2.34889744e-02, 1.35079998e-02, 7.41334111e-03,
  1.11284188e-02,-4.10347909e-07, 6.19727150e-03, 3.71769470e-03,
  1.06503029e-02, 2.27049594e-02, 2.38198703e-02, 2.20373363e-02]",0.0012227782347456794,0.0010420204697174625,0.22486272448362338,52,optimal
2015-06-30,"[ 5.00000543e-02,-1.06676556e-07, 1.16909937e-02, 1.03151247e-02,
  9.87824721e-03,-2.53210361e-07, 1.57616418e-02, 7.11955053e-03,
  7.50201405e-03, 1.64601708e-02, 2.18600753e-02,-2.31967324e-07,
  2.57464847e-02, 1.24903569e-02, 1.54712508e-02, 2.75675271e-02,
  3.91963952e-03, 2.71751383e-02, 3.24401341e-02, 4.99994257e-02,
  1.42338789e-02, 3.75358625e-02, 9.09756577e-03, 3.21635611e-02,
  8.23483510e-03, 3.51237931e-02,-3.60063780e-07, 1.34486775e-02,
  2.09897298e-02, 5.87169831e-03, 2.35729280e-02, 2.75748655e-02,
 -3.27328982e-07, 2.66980316e-02, 6.39426683e-03, 3.04445484e-02,
  6.50237136e-03, 7.29151336e-04,-1.27016915e-07, 4.53979479e-02,
  3.13720943e-02, 1.92480702e-02, 4.99971336e-02, 1.75771305e-03,
 -1.65195510e-07,-1.73890242e-07, 2.08042450e-02, 1.20036434e-02,
  1.97069039e-02, 2.34881668e-02, 1.86666270e-02, 5.31946074e-03,
  1.11275859e-02,-2.83175907e-07, 3.34467442e-03, 1.70819448e-02,
  1.06496812e-02, 2.27042816e-02, 2.38194194e-02, 1.94988449e-02]",0.0012750237891048376,0.0010900801648607973,0.23139859503907664,50,optimal
2015-09-30,"[ 3.99158129e-02, 1.89849367e-08, 1.54859552e-02, 8.42326431e-03,
  7.69529732e-03, 1.75756031e-07, 7.96356656e-03, 4.62668099e-03,
  7.50206408e-03, 2.48300993e-02, 2.18598716e-02, 4.21950386e-08,
  2.90999056e-02, 1.24901353e-02, 1.54713358e-02, 2.93593976e-02,
  3.91952113e-03, 1.61310980e-02, 3.24403096e-02, 4.92731306e-02,
  1.42332448e-02, 3.29946869e-02, 9.09722983e-03, 3.80303373e-02,
  8.23531900e-03, 3.51237499e-02, 3.12647633e-03, 1.61272584e-02,
  2.09898623e-02, 5.87158795e-03, 2.35730503e-02, 4.15181502e-02,
  3.88646601e-03, 2.66979948e-02, 7.21551112e-03, 3.04442134e-02,
  8.84502062e-03, 1.58994940e-03,-2.00724002e-07, 3.24453542e-02,
  3.13721433e-02, 1.92479727e-02, 4.99997950e-02, 1.75738844e-03,
 -9.14093689e-08,-1.89273268e-07, 2.76493649e-02, 2.81850147e-02,
  2.34144279e-02, 7.48278681e-03, 1.86664574e-02, 5.31940776e-03,
  1.11273228e-02,-1.22183647e-07, 2.35175096e-03, 1.70815493e-02,
  2.16979907e-02, 1.33416264e-03, 2.72808198e-02, 1.94991074e-02]",0.0012508569618203177,0.0011940160804929639,0.18417191035601904,53,optimal
2015-12-31,"[ 3.99154463e-02,-5.60798418e-08, 2.09564343e-02, 6.85091848e-03,
  1.37475688e-02, 7.19590448e-08, 2.66767271e-03, 3.78262934e-03,
  7.50221134e-03, 2.48300591e-02, 2.99616384e-02, 3.99244176e-08,
  3.24494423e-02, 1.24898662e-02, 1.54713117e-02, 4.70219521e-02,
  3.91932909e-03, 1.97389275e-02, 2.36155916e-02, 4.99997926e-02,
  1.84216407e-02, 1.21286790e-02, 9.09735904e-03, 4.34643889e-02,
  8.23560514e-03, 2.55749680e-02, 2.20319689e-02, 1.61273603e-02,
  1.74128549e-02, 6.32624827e-03, 2.20150138e-02, 4.15182357e-02,
  1.16851103e-03, 3.10392340e-02, 1.47934539e-02, 3.04439030e-02,
  8.84471132e-03, 1.58990654e-03, 7.89865032e-08, 2.69118731e-02,
  1.98632019e-02, 1.92476000e-02, 4.74025489e-02, 7.04762473e-08,
 -9.53630558e-08,-1.72405864e-07, 2.16428596e-02, 2.03510899e-02,
  2.34146237e-02, 7.48279823e-03, 1.86664661e-02, 5.31950552e-03,
  1.11271676e-02, 2.51807154e-03, 2.35185137e-03, 1.70824738e-02,
  2.60318489e-02,-2.46356320e-07, 2.59321934e-02, 1.94993004e-02]",0.0011022076735900928,0.0011661580912286462,0.18545503023686155,52,optimal
2016-03-31,"[ 3.34322308e-02, 2.24236711e-07, 1.59686841e-02, 6.85251208e-03,
  1.37481534e-02, 4.37592159e-04, 1.70980647e-02, 9.33340190e-04,
  7.50297159e-03, 2.83285201e-02, 2.99624181e-02, 1.40041605e-02,
  3.24501215e-02, 1.24904818e-02, 1.54720488e-02, 4.70221349e-02,
  3.91966102e-03, 1.97402268e-02, 9.54151053e-03, 5.00001944e-02,
  1.75453915e-02, 1.21289662e-02, 2.94500426e-03, 4.34652259e-02,
  1.03923455e-02, 1.78276722e-02, 2.20326561e-02, 1.61282782e-02,
  5.05779793e-03, 3.54999561e-03, 2.20154475e-02, 4.15187030e-02,
  5.61346724e-03, 4.27714489e-02, 1.47944125e-02, 1.96720164e-02,
  8.84552788e-03, 1.55367967e-02, 5.92977206e-08, 2.69120958e-02,
  1.49296209e-02, 3.05117644e-02, 3.53961148e-02, 1.00338049e-07,
 -2.31732970e-08, 4.54647435e-09, 2.16436854e-02, 2.03514302e-02,
  2.16965442e-02, 1.48232778e-02, 1.13552283e-02, 5.32042216e-03,
  1.11276027e-02, 2.51113980e-03, 2.35294954e-03, 1.70830948e-02,
  4.42972452e-02, 5.53847146e-03, 1.39021450e-02, 1.95006221e-02]",0.001223125670789223,0.0011453030732061905,0.21415952939227392,53,optimal
2016-06-30,"[ 3.34321210e-02, 5.43740899e-08, 1.59688977e-02, 1.11903974e-02,
  1.24394683e-02, 4.37374319e-04, 2.12921957e-02,-3.15474166e-07,
  7.50302587e-03, 3.63363750e-02, 2.99623687e-02, 1.40039566e-02,
  3.24501180e-02, 1.24901184e-02, 1.54718662e-02, 4.70221344e-02,
  3.92003827e-03, 1.97400040e-02, 1.13273050e-02, 5.00000567e-02,
  1.75450424e-02, 8.18283020e-03, 2.94415078e-03, 3.97557866e-02,
  2.53918044e-02, 1.11382600e-02, 2.20324528e-02, 1.61279860e-02,
  5.05789953e-03, 9.07064053e-03, 1.85960764e-02, 4.15190481e-02,
  5.61320797e-03, 4.37783585e-02, 1.47943769e-02, 1.96715206e-02,
  9.75098691e-03, 1.44846898e-02,-4.27602798e-08, 2.69122119e-02,
  1.61917387e-02, 3.05116944e-02, 3.53956160e-02, 1.19620284e-03,
 -1.80161844e-07,-5.55075930e-08, 7.32531178e-03, 2.35934693e-02,
  1.40853719e-02, 1.48228430e-02, 7.46182956e-03, 1.28820559e-02,
  1.11278902e-02, 3.24926170e-03, 2.35274666e-03, 1.70829440e-02,
  4.42970418e-02,-5.77801907e-08, 1.39014866e-02, 1.71679461e-02]",0.0012876223639996932,0.0012156098382440292,0.10951929284959883,53,optimal
2016-09-30,"[ 3.34321643e-02, 1.30064725e-02, 1.59692791e-02, 8.90468848e-03,
  1.24396881e-02, 6.50508643e-03, 2.12925736e-02,-8.56587303e-08,
  7.50308515e-03, 3.63357600e-02, 2.99625317e-02, 1.40040999e-02,
  3.70286541e-02, 1.24903057e-02, 7.65812565e-08, 2.36985072e-02,
  3.91950733e-03, 2.30922964e-02, 1.13274877e-02, 5.00000030e-02,
  1.75443716e-02, 5.14967807e-03, 5.02650531e-03, 3.26808138e-02,
  2.53919356e-02, 1.11383661e-02, 2.20327374e-02, 1.68908346e-02,
  2.64312894e-03, 1.46827077e-02, 1.41726048e-02, 3.98294520e-02,
  5.61369805e-03, 4.37783289e-02, 1.47944676e-02, 3.01104291e-02,
  9.75143051e-03, 1.44846304e-02,-2.23127354e-08, 2.69120025e-02,
  1.61916856e-02, 2.96614716e-02, 3.53958755e-02, 1.19571433e-03,
  4.87104952e-03,-2.20197970e-07, 7.32537960e-03, 2.56705883e-02,
  1.40856279e-02, 1.48227972e-02, 1.93287170e-02, 4.22505659e-07,
  1.25683191e-02, 4.67189251e-03, 4.98690918e-03, 2.67716827e-02,
  3.78429090e-02,-9.99525965e-08, 1.39013489e-02, 1.71676438e-02]",0.0013030441132875572,0.0011632413477363091,0.15981295320072816,54,optimal
2016-12-30,"[ 3.34328589e-02, 1.30068152e-02, 1.88519898e-02, 1.04134750e-02,
  1.32415576e-02, 1.31896690e-02, 2.12922622e-02, 1.96505552e-07,
  7.50318584e-03, 4.19448847e-02, 2.09112960e-02, 1.11685241e-02,
  5.00002863e-02, 1.10304256e-02,-2.33732188e-07, 1.36927539e-02,
  3.91906856e-03, 2.30926148e-02, 8.94638614e-03, 5.00002260e-02,
  1.75442258e-02, 8.45833457e-03, 3.66002803e-03, 3.16805745e-02,
  2.53919092e-02, 1.11386232e-02, 2.20330158e-02, 1.81262883e-02,
  2.64332496e-03, 1.44348734e-02, 1.41726500e-02, 2.03863229e-02,
  5.61361352e-03, 3.68691664e-02, 1.47945181e-02, 3.01108861e-02,
  4.93157068e-03, 1.44846664e-02, 4.08825262e-08, 2.69115428e-02,
  1.61915126e-02, 3.03771057e-02, 4.34354468e-02, 1.12350426e-02,
  4.87150096e-03, 6.41681935e-03, 1.63093985e-02, 2.56705059e-02,
  1.40854665e-02, 6.76863329e-03, 1.93288052e-02, 2.78317002e-07,
  2.28238962e-02, 5.22931893e-03, 4.98723765e-03, 2.67722249e-02,
  4.09012859e-02,-3.17152361e-08, 1.11422972e-02, 4.42883804e-03]",0.0013307614736727794,0.0011612454757732851,0.16614922049752887,55,optimal
2017-03-31,"[ 3.32217854e-02, 8.04736754e-03, 1.88531728e-02, 2.95338450e-03,
  1.32419917e-02, 1.31900927e-02, 2.12929801e-02, 2.69874151e-03,
  7.50313235e-03, 1.85861872e-02, 2.09113358e-02, 1.11691105e-02,
  5.00004664e-02, 2.93862453e-02, 1.68940983e-07, 1.23648780e-02,
  2.92913098e-02, 4.07887277e-02, 8.94589173e-03, 3.43713392e-02,
  2.05175928e-02, 1.69968558e-02, 2.29248904e-02, 1.28386054e-02,
  7.39588687e-03, 1.11388495e-02, 1.99859999e-02, 1.81269710e-02,
  4.22310802e-04, 1.44349433e-02, 1.41732775e-02, 1.64528307e-02,
  9.63473828e-03, 3.68693864e-02, 1.47947874e-02, 2.47684284e-02,
  2.82132799e-03, 1.44845956e-02, 7.53828145e-08, 2.69110982e-02,
  2.37623244e-02, 3.03773496e-02, 5.00017831e-02,-1.80497926e-07,
  4.87216086e-03, 6.41704258e-03, 1.63095562e-02, 4.45206713e-03,
  1.40854500e-02, 6.76866008e-03, 3.79832926e-02, 9.90370812e-08,
  4.76019094e-03, 1.91256030e-03, 3.11859632e-02, 2.67724974e-02,
  3.16572059e-02, 1.96480037e-03, 1.11422300e-02, 1.30631805e-02]",0.0011305618607963498,0.0009593678920162303,0.3370356302521476,55,optimal
2017-06-30,"[ 3.32223564e-02, 8.04770396e-03, 1.88534093e-02, 4.40244092e-03,
  1.32424340e-02, 1.31905180e-02, 2.12933085e-02, 5.11821870e-03,
 -2.32568658e-07, 1.85858241e-02, 2.09108365e-02, 5.94410834e-03,
  5.00001604e-02, 2.93866752e-02, 1.62784216e-07, 1.15070534e-02,
  2.92907603e-02, 4.07881216e-02, 8.94485865e-03, 3.43709491e-02,
  1.66656392e-02, 1.45738421e-02, 2.29242589e-02, 1.28378036e-02,
  7.39498006e-03, 1.11391220e-02, 1.76307990e-02, 2.50432360e-02,
  1.47218443e-03, 1.44346894e-02, 1.75992886e-02, 1.57942159e-02,
  9.63462263e-03, 3.68689084e-02, 2.13115948e-02, 2.47684873e-02,
  4.39734490e-07, 1.55292794e-02, 4.66264014e-03, 2.69105137e-02,
  3.25542234e-02, 2.90800350e-02, 4.81640125e-02, 9.58121121e-04,
  4.87261625e-03, 6.41738516e-03, 1.63094028e-02, 1.06698750e-02,
  7.18882599e-03,-1.15473076e-07, 3.45403690e-02, 9.81846480e-08,
  4.75937026e-03, 1.27381476e-03, 3.11857654e-02, 1.97097264e-02,
  3.16562500e-02, 1.12616965e-02, 1.11419330e-02, 1.39603848e-02]",0.0011987077423681054,0.0010083880839286661,0.10730148625227844,54,optimal
