date,Baseline_CVaR,SPY,Equal_Weighted,Cap_Weighted
2010-01-05,0.0009634867152048672,0.002686133001966979,0.0010141965423209128,0.0
2010-01-06,-0.0007907534390592017,0.0006995453240854948,-0.0008323720411149495,0.0
2010-01-07,0.0019590048146854427,0.004187026354216453,0.0020621103312478345,0.0
2010-01-08,0.002960122515885988,0.0033601792811663693,0.003115918437774724,0.0
2010-01-11,0.001000893886112201,0.0013871230983826803,0.0010535725116970539,0.0
2010-01-12,-0.012559251168360408,-0.009400637905190374,-0.0132202643877478,0.0
2010-01-13,0.00868399444164238,0.008476102995928606,0.009141046780676189,0.0
2010-01-14,-0.00020866652906535233,0.002655737372915701,-0.00021964897796352887,0.0
2010-01-15,-0.009819793685275581,-0.011248451645286763,-0.010336624931869036,0.0
2010-01-19,0.011644400149733333,0.012400923825398157,0.012257263315508771,0.0
2010-01-20,-0.00831620503992112,-0.010187631524598418,-0.008753900042022233,0.0
2010-01-21,-0.015386925682071558,-0.019504789410860698,-0.016196763875864797,0.0
2010-01-22,-0.02542444363032319,-0.022437800160696162,-0.026762572242445454,0.0
2010-01-25,0.0013842763829117416,0.005083525834880538,0.0014571330346439385,0.0
2010-01-26,-0.0030565523378329232,-0.004234474901468153,-0.0032174235135083405,0.0
2010-01-27,0.005778236502179974,0.00471727515224671,0.006082354212821026,0.0
2010-01-28,-0.005711922136859024,-0.011529953569753533,-0.00601254961774634,0.0
2010-01-29,-0.009868042114579412,-0.010923704818563758,-0.010387412752188855,0.0
2010-02-01,0.011828181771066149,0.015430137144987643,0.012450717653753843,0.0
2010-02-02,0.010262090934685164,0.01207890032962755,0.01080220098387912,0.0
2010-02-03,-0.002828877063167425,-0.0050553790862980005,-0.0029777653296499213,0.0
2010-02-04,-0.029263117760114126,-0.03125445891753221,-0.030803281852751715,0.0
2010-02-05,0.0030742457125070206,0.001990050408010231,0.0032360481184284416,0.0
2010-02-08,-0.006222018025653942,-0.0072328535792000595,-0.006549492658583097,0.0
2010-02-09,0.011685586113908799,0.012437971292217053,0.012300616962009263,0.0
2010-02-10,-0.0002716850389656412,-0.0018558619616801562,-0.0002859842515427801,0.0
2010-02-11,0.01129683600420595,0.01034874333794295,0.011891406320216787,0.0
2010-02-12,-0.0023047411365548233,-0.0008583165262395778,-0.0024260433016366576,0.0
2010-02-16,0.014139439514931242,0.015700438131139492,0.014883620542032888,0.0
2010-02-17,0.005011739499827096,0.004698520781554114,0.00527551526297589,0.0
2010-02-18,0.0043931381749367695,0.005872148217619784,0.004624355973617652,0.0
2010-02-19,0.0017523043121948022,0.0020292456978340144,0.0018445308549418977,0.0
2010-02-22,5.83762617915576e-06,0.0002384642911025075,6.144869662269256e-06,0.0
2010-02-23,-0.008808450980263786,-0.012234769384463396,-0.009272053663435564,0.0
2010-02-24,0.010130441057586724,0.0091302892791633,0.01066362216588076,0.0
2010-02-25,-0.0025233339565290565,-0.0013163407632808641,-0.002656141006872691,0.0
2010-02-26,0.0010612582193206906,0.0005985515232269593,0.0011171139150744113,0.0
2010-03-01,0.011929157504116508,0.01035785199304363,0.012557007899070008,0.0
2010-03-02,0.002202112621555212,0.0027204464113690075,0.002318013285847592,0.0
2010-03-03,-0.0010169466024253166,0.0009445101056354961,-0.0010704701078161226,0.0
2010-03-04,0.0056566139938231084,0.003063511291903362,0.005954330519813798,0.0
2010-03-05,0.012252778543130586,0.014134923731517032,0.012897661624347984,0.0
2010-03-08,0.0010371484708983619,0.000115989097154926,0.0010917352325245913,0.0
2010-03-09,0.0020999768038958795,0.001738223973205696,0.0022105018988377682,0.0
2010-03-10,0.0063513239254730115,0.00439002553477435,0.006685604132076855,0.0
2010-03-11,0.0046623520232813055,0.004141269003832142,0.00490773897187506,0.0
2010-03-12,-0.0010897162245347577,0.00011479079390436986,-0.0011470697100365874,0.0
2010-03-15,0.00044288704172729067,0.0002295420645908692,0.0004661968860287275,0.0
2010-03-16,0.00591274276357827,0.008000957071924551,0.006223939751135021,0.0
2010-03-17,0.00485747411629618,0.005902400790695801,0.00511313064873282,0.0
2010-03-18,0.0004571423934370359,-0.0005660270712055893,0.00048120251940740616,0.0
2010-03-19,-0.004688662785622638,-0.00499490197295903,-0.004935434511181724,0.0
2010-03-22,0.004735915766455703,0.005334556660628518,0.004985174491006003,0.0
2010-03-23,0.006455378473286151,0.0069938243338916435,0.006795135235038055,0.0
2010-03-24,-0.006613734654001875,-0.004845352879314467,-0.00696182595158092,0.0
2010-03-25,0.000536770203386072,-0.001695777920363896,0.0005650212667221812,0.0
2010-03-26,0.0005689620917729925,-0.0005658989455529825,0.0005989074650242026,0.0
2010-03-29,0.004512486303438786,0.006319849496542701,0.004749985582567142,0.0
2010-03-30,0.0028641996922236087,0.0006747638582605389,0.003014947044445905,0.0
2010-03-31,-0.0037746995961277755,-0.003378381591627195,-0.003973367995923974,0.0
2010-04-01,0.004309009972905136,0.006745388139531435,0.004535799971479092,0.0
2010-04-05,0.005728719766001185,0.008146002753277789,0.006030231332632829,0.0
2010-04-06,0.0014790292188785888,0.0023311327645904345,0.0015568728619774627,0.0
2010-04-07,-0.0036814228295418004,-0.005670777413712239,-0.0038751819258334734,0.0
2010-04-08,0.002777541288333797,0.0034507742819524685,0.0029237276719303127,0.0
2010-04-09,0.005826542110869091,0.006534885082210752,0.006133202221967466,0.0
2010-04-12,0.0019570396541722826,0.0015444018513742074,0.002060041741233982,0.0
2010-04-13,0.002082213539256759,0.0007713074042240486,0.00219180372553343,0.0
2010-04-14,0.01052098940190297,0.011280991437410025,0.011074725686213656,0.0
2010-04-15,0.0033077845032706593,0.0008708905405655165,0.003481878424495431,0.0
2010-04-16,-0.01688006958440499,-0.016014381951872395,-0.01776849429937367,0.0
2010-04-19,0.002603055027666314,0.0037523496185505934,0.002740057923859278,0.0
2010-04-20,0.007181133070748474,0.008883098386576697,0.007559087442893129,0.0
2010-04-21,-0.0009208432967561912,-0.0018578225112978353,-0.0009693087334275693,0.0
2010-04-22,0.007030370767208358,0.0029490491582110645,0.007400390281271958,0.0
2010-04-23,0.0038072715944325046,0.0065224712156761325,0.0040076543099289525,0.0
2010-04-26,-0.0012998184392770651,-0.003799602899403558,-0.0013682299360811211,0.0
2010-04-27,-0.021919381710776453,-0.023885346609484916,-0.023073033379764688,0.0
2010-04-28,0.004372933139138422,0.00754636807270717,0.004603087514882549,0.0
2010-04-29,0.013649754828441281,0.012306495278336622,0.014368162977306616,0.0
2010-04-30,-0.01852503342952732,-0.017071839254854126,-0.019500035188976125,0.0
2010-05-03,0.013200702573623798,0.012913374080787441,0.013895476393288206,0.0
2010-05-04,-0.021307738523724525,-0.02385953497828468,-0.022429198446025814,0.0
2010-05-05,-0.0062539921722370535,-0.005970166986503796,-0.006583149654986372,0.0
2010-05-06,-0.029925937645980893,-0.03378078555082229,-0.03150098699576936,0.0
2010-05-07,-0.011976100642191512,-0.014952889422153582,-0.012606421728622644,0.0
2010-05-10,0.04073067250273933,0.04306857937791076,0.04287439210814669,0.0
2010-05-11,-0.003491587193592053,-0.002844628418745523,-0.003675354940623213,0.0
2010-05-12,0.013735342604174264,0.013918187901795992,0.014458255372815015,0.0
