Cumulative Returns,Annual Return,Annual Volatility,Sharpe Ratio,Max Drawdown,Calmar Ratio,Sortino Ratio,Alpha (annual),Beta,Information Ratio,Skewness,Kurtosis
24.76%,7.68%,17.86%,0.50,-28.43%,0.27,0.71,-0.0063,0.99,-0.19,-0.17,1.90
