,fmp_alpha,mom_1m,mom_3m,mom_12m
COST,0.0,-0.1806645114722496,-0.06453916243640334,0.1880506425717441
ABBV,0.0,-1.2472646730447954,-0.10470069435502793,0.013871416266927561
PFE,0.0,-0.8288761299819791,-0.5915321919960466,-0.2525242061835279
MRK,0.0,0.1501248291176127,0.2600686426169938,0.27692270548924514
PEP,0.0,0.41986829874643083,0.3720473513653957,0.1991267980228313
KO,0.0,-0.2120292617268742,0.21152357056943671,0.06878370363946207
ADBE,0.0,-0.21704862767783384,0.22105527295668548,0.015263563822172088
CSCO,0.0,0.6525037427647655,-0.08271725034299449,0.08693447748834382
WMT,0.0,-0.03402574466338537,0.132715993398127,0.242196639889392
MCD,0.0,0.19030987804128463,0.3912354730470975,0.2831265686869666
ACN,0.0,0.6326919280453209,0.2289602451439552,0.11718147146033031
CRM,0.0,0.7849418220339994,1.018886042212587,0.3804884961797079
TMO,0.0,-0.8176234026816425,-0.21168449719088356,0.016015014225650437
DIS,0.0,-0.757899689287572,-0.5155294057619519,-0.06647870789198917
LIN,0.0,0.14262937081928762,0.6139726149189513,0.2285102745130949
NFLX,0.0,1.4649761666903447,0.2685044121390243,0.8498861255117846
ABT,0.0,-0.14961002621129937,0.12924353373538722,0.01345313800135639
DHR,0.0,-0.9422215437531456,-0.4224260788350742,-0.00931742986259032
WFC,0.0,-0.3233381437715863,-0.5761865381567635,0.0292598661623249
CMCSA,0.0,1.1305344173556109,0.27443859924872793,0.054225512030289136
VZ,0.0,-0.34292197065160357,-0.3521689767906855,-0.2191781413644147
NEE,0.0,-0.6382861345021684,-0.036124159763826214,0.10891523950910809
NKE,0.0,-0.94087966993018,-0.2944797849966414,0.13084922628107976
PM,0.0,-0.43386136375748485,-0.2837900276230312,-0.05407076292091184
TXN,0.0,-0.3262912315471156,-0.06559643503749868,0.07029371747427893
HON,0.0,0.1213748206347085,-0.022548448088857587,0.06315987767022446
UPS,0.0,-1.376233083662647,-0.20002407677460665,0.06614504697097168
LOW,0.0,-0.11309193844511789,-0.07032534325079931,0.1840851014895568
RTX,0.0,-0.7178389840329347,-0.1536955410630778,0.0958979107880431
MS,0.0,-1.0023941718500549,-0.6875816411900506,0.09554117192943268
INTC,0.0,-0.25620911956653103,0.40569865728269194,-0.23457840455194423
GS,0.0,-0.43335606618442,-0.4266275519425773,0.12689812198196393
AMD,0.0,2.0874094146236,1.2937779504636433,0.24076991595929376
IBM,0.0,0.25588954659247554,-0.17040590580853898,0.0278902699243041
SBUX,0.0,-0.0469826925298511,-0.007424438402015898,0.45700196826406436
CAT,0.0,-0.3226851813722016,-0.5054689381675468,0.1078811455243015
DE,0.0,-0.8313915664968978,-0.6494777354792154,0.056572655902626834
UNP,0.0,-0.1986625731037579,0.014633220516757639,-0.06292654962171529
BA,0.0,-0.08184827195606603,-0.07683726531978552,0.5741634861637812
AAPL,0.0,0.6882909393305514,0.6659200137456729,0.2937891561207572
MSFT,0.0,1.4762866652744169,1.0033405376018898,0.3017199067563443
AMZN,0.0,0.9338460712834773,0.8318107554453986,0.16463246545913046
NVDA,0.0,1.7401591280178108,1.7385329583166342,0.7541814851883587
GOOGL,0.0,2.0959418286495977,1.279281818438144,0.19740123152678468
GOOG,0.0,2.116835868580114,1.2948876562233416,0.2020113127551897
META,0.0,1.9710518917979827,1.5465928536203788,0.43352066848599247
TSLA,0.0,1.700438291910046,-0.051350144653925955,-0.022860818285632578
BRK-B,0.0,0.18452116458614132,0.34696892473247454,0.10121347350074661
JPM,0.0,-0.19103818400059902,0.03178495098194789,0.2264094106928064
JNJ,0.0,-0.34157613203185777,0.013851768818829768,-0.05540804898746876
V,0.0,-0.10574222645377596,0.20945972553534142,0.19409545198684308
UNH,0.0,-0.06930737839446177,-0.05340072994473877,0.04434856314255242
PG,0.0,-0.5334310055040827,0.29190503023750614,0.0955779607149021
MA,0.0,0.3083010257186567,0.32851369320383794,0.1850317649191443
HD,0.0,-0.34860465677031094,-0.01574790923971703,0.07460696111351817
BAC,0.0,-0.5869109409587736,-0.705757203374358,-0.12374940014031265
CVX,0.0,-1.097395545345278,-0.15337903437002298,-0.009191909589278291
LLY,0.0,1.509457080500649,1.1659499779409033,0.46327466522058836
XOM,0.0,-1.056715282154927,-0.15522054842938315,0.2279087811655185
AVGO,0.0,0.8680125280543969,0.6727044437136187,0.2986993561252602
COST,0.0,-0.31119962323014505,-0.056769161556075254,0.19376985847980155
ABBV,0.0,-1.3138154014098453,-0.1287620245001988,0.01708937662289245
PFE,0.0,-0.28810302073828176,-0.32841508744671666,-0.20370113118295985
MRK,0.0,-0.07999503515013995,0.24178898087615508,0.2683465561834011
PEP,0.0,0.08937835288415696,0.26572022222613434,0.18697498022365977
KO,0.0,-0.47954155964084855,0.14851846472696595,0.06745519537094569
ADBE,0.0,-0.10945687896958889,0.34344796638444786,0.026215035750936533
CSCO,0.0,0.4623656841026973,-0.022650654654629676,0.2180718765360199
WMT,0.0,-0.20114057073357783,0.0737547362328086,0.26093076466499443
MCD,0.0,-0.10503422815253538,0.3286132788857312,0.27103876721146825
ACN,0.0,0.6412633985699019,0.35735917341584233,0.12273787927341873
CRM,0.0,0.6867945107978422,1.1028297775682123,0.39102052532947174
TMO,0.0,-0.9023819873376628,-0.1353862291104293,0.0033268309579755906
DIS,0.0,-0.8800679714116715,-0.37583973891924227,-0.05021939262679387
LIN,0.0,0.01539944926591863,0.5213454783562033,0.21277693602820213
NFLX,0.0,1.2907892817500795,0.36302013207989203,0.8079555593124139
ABT,0.0,-0.3678775568806385,0.21965100038812357,0.009874964554786203
DHR,0.0,-1.0034633519984366,-0.2848352151717273,-0.019867021782654315
WFC,0.0,0.08665006110400197,-0.3766050156947265,0.05554303628111157
CMCSA,0.0,1.1457309389825343,0.4119934396967033,0.05837495646220492
VZ,0.0,-0.41785965204640974,-0.26034767338119424,-0.22596101517898204
NEE,0.0,-0.6586120515453571,0.0957197528985696,0.11789879540801562
NKE,0.0,-1.5244186084498277,-0.33434144231483964,0.11762768416346647
PM,0.0,-0.5809724487585797,-0.21649787511397456,-0.00179631923010104
TXN,0.0,-0.3000053300297192,0.05638055871308678,0.09045730131016516
HON,0.0,0.13694387074659709,0.06157831325051432,0.06730857187633521
UPS,0.0,-1.3503535391941965,-0.08275624639256707,0.09763303627317421
LOW,0.0,-0.3681062657547405,0.07411336082480746,0.147005413152275
RTX,0.0,-0.7078009948887307,-0.13946691709815706,0.11069461954460946
MS,0.0,-1.0890266874964434,-0.6103998106662663,0.1049648820153044
INTC,0.0,0.10611247710169014,0.6775500925845197,-0.21462316966076667
GS,0.0,-0.5833342495593303,-0.3616677308988545,0.11830410970306837
AMD,0.0,2.5583482182668766,1.4643348991097649,0.25732025105969125
IBM,0.0,0.3381407698822989,-0.06492188356098083,0.05446679720392689
SBUX,0.0,-0.4721577504144032,-0.01984191387078127,0.4231877464012206
CAT,0.0,-0.3083383662627135,-0.4008697771387193,0.11112986451711016
DE,0.0,-0.8193151801471457,-0.6262910070018788,0.059164547439641724
UNP,0.0,-0.017280213311717585,0.15673558741277827,-0.028573136737127913
BA,0.0,0.06312446853061804,0.04737346571383272,0.5633010552502153
AAPL,0.0,0.48462990845789955,0.5939443850957571,0.2768806789367828
MSFT,0.0,1.422615535780921,0.9479715789330556,0.28559452104594796
AMZN,0.0,1.0159029013064518,0.779941554115088,0.16194272706013257
NVDA,0.0,1.5906717647653683,1.6575158741900662,0.7639183742274359
GOOGL,0.0,1.7933521019003584,1.2059343607064115,0.1909264710912565
GOOG,0.0,1.7737310028759916,1.2240653943571127,0.1945499603223514
META,0.0,1.899949029370223,1.543206744443439,0.41540171113818003
TSLA,0.0,1.6873882504643896,-0.1877338696657338,0.024877676543255678
BRK-B,0.0,-0.09860622755081883,0.2679921095336155,0.08325157285097773
JPM,0.0,-0.3322755902079657,0.020713521961403192,0.2242416985185185
JNJ,0.0,-0.41927259484375146,0.017926748180943086,-0.07330141514645239
V,0.0,-0.3871158908854242,0.10447361136067945,0.15673132829846947
UNH,0.0,-0.22592612522702016,-0.043563669024131446,0.026878293847609314
PG,0.0,-0.6854116573786149,0.23158820323908857,0.08412177059005654
MA,0.0,-0.01146877834546034,0.22758300342916593,0.14508686097131607
HD,0.0,-0.23596879048374664,0.032282511512162326,0.09128432704897926
BAC,0.0,-0.44062638388311637,-0.6451891157614598,-0.09803580462555816
CVX,0.0,-0.9179504265247367,-0.021519728843584218,0.013995735710740975
LLY,0.0,1.2705116329629003,1.0475318713294026,0.3945281739278951
XOM,0.0,-1.11838257092611,-0.048415973147095226,0.23368038395931912
AVGO,0.0,0.982923811280882,0.7572687006794983,0.31638152023883803
COST,0.0,-0.6020986124068992,-0.07894044150833945,0.1949040711442086
ABBV,0.0,-1.6346868608722867,-0.1593246293588999,0.005367592642776531
PFE,0.0,0.07583861250350621,-0.2066879556637704,-0.21647500498920247
MRK,0.0,-0.26766572278732825,0.19568479313506737,0.2418124772664808
PEP,0.0,0.04715886117621659,0.2549783313880738,0.17768574129842807
KO,0.0,-0.4823738906687085,0.13001638193723153,0.04936988619937799
ADBE,0.0,-0.15154460099724343,0.3026181171618836,0.009891150149679562
CSCO,0.0,0.39110794737914834,0.015318158845243346,0.1905862335536641
WMT,0.0,-0.30400285350322953,0.1495882446752419,0.25801963455781807
MCD,0.0,-0.27584043822433335,0.2859829571170689,0.23928650543343677
ACN,0.0,0.48410510265940365,0.3111942155079839,0.1018783308941904
CRM,0.0,0.728193879740711,0.9909193283659726,0.3478026426475148
TMO,0.0,-1.046373225875402,-0.14787898995046644,-0.012100111130389335
DIS,0.0,-1.1554519391842182,-0.447293857290743,-0.0650806189912092
LIN,0.0,-0.451418755638719,0.3179408617697712,0.16436889821320244
NFLX,0.0,1.0206785300947185,0.3167186327843923,0.7729751675547443
ABT,0.0,-0.5105936032497409,0.1641018124316358,-0.020462991154213794
DHR,0.0,-1.1425942476828328,-0.29616435755612125,-0.03537733528670861
WFC,0.0,0.09273057216406011,-0.3337343863956481,0.06920438471137413
CMCSA,0.0,1.0642634591379285,0.31042151616998304,0.037770247436397564
VZ,0.0,-0.25215030379098025,-0.23678581777365215,-0.22667825217308468
NEE,0.0,-0.7337872524728146,0.07219892656457239,0.10145788907883968
NKE,0.0,-1.8262924337938085,-0.34568769642194663,0.09027599469603931
PM,0.0,-0.668426600988814,-0.2060526320458731,-0.00958385548159657
TXN,0.0,-0.30361632034917996,0.05233874543873096,0.0708221929852424
HON,0.0,-0.025018731313911857,0.0476658162795065,0.07238447559506833
UPS,0.0,-1.5098080702161396,-0.08145216835202351,0.06575166932156906
LOW,0.0,-0.1611144041587953,0.12757867805193124,0.18110326777265295
RTX,0.0,-0.9312312241117335,-0.20020596362245158,0.09604259318898234
MS,0.0,-0.9144145547871281,-0.5782451040492678,0.11669105089144272
INTC,0.0,0.05044120686440845,0.6663191851271977,-0.23163727070794005
GS,0.0,-0.7137975600364661,-0.37575243956841,0.11868495871614948
AMD,0.0,2.6883840281353235,1.4771159333679384,0.2912233348613992
IBM,0.0,0.43300497391227566,-0.02120697837063501,0.06883273948415458
SBUX,0.0,-0.8927384677348278,-0.11905117873251081,0.3779983087828085
CAT,0.0,-0.5672792872312034,-0.382989741799709,0.14710095925273214
DE,0.0,-0.8618366345264281,-0.6194624925450158,0.19985306504738964
UNP,0.0,-0.21967081744454298,0.16688249173314773,-0.024781941225222925
BA,0.0,-0.16604184081154916,-0.021597452078218726,0.5978789108218615
AAPL,0.0,0.6174660862681751,0.5874972299822834,0.23843162075594915
MSFT,0.0,1.6393549899317175,0.8782642408926615,0.24908405683613355
AMZN,0.0,1.6108317562768653,0.8399115287642278,0.1775272421378853
NVDA,0.0,1.8872748678780131,1.0786470937327821,0.7470300010054385
GOOGL,0.0,1.8711950893734817,1.1846913571257267,0.15373623261050084
GOOG,0.0,1.8562721882714852,1.201804622182598,0.15950545441699038
META,0.0,2.3156685841099827,1.5619183173718305,0.41150304500483914
TSLA,0.0,1.640785778989947,-0.27362710076961827,-0.007155357712062549
BRK-B,0.0,-0.14374503878243772,0.23315501110079273,0.05401841911223004
JPM,0.0,-0.18146304786137568,-0.0476677699493,0.15320423018551765
JNJ,0.0,-0.5408095898672287,0.015211757437696427,-0.0946755913574776
V,0.0,-0.34826819034464584,0.04273729670643611,0.10346328342949496
UNH,0.0,-0.2640084176212669,-0.05481133793341941,0.016710776313045628
PG,0.0,-0.7877613658347662,0.21118886507867085,0.05289215446533746
MA,0.0,0.018227047831772314,0.16498887732236378,0.09460127495821102
HD,0.0,-0.1813245853813621,-0.06057035814940681,0.08230348531546183
BAC,0.0,-0.27299317304250925,-0.7098961783617801,-0.17437001347807224
CVX,0.0,-0.7115307430318278,-0.05019136334222196,-0.006556811262776963
LLY,0.0,1.296193480989174,1.0906057777516889,0.38803122901918463
XOM,0.0,-0.8142212404173219,-0.04074172800833731,0.2227762649072944
AVGO,0.0,1.0964682646694777,0.6636778849537892,0.3369704803722431
COST,0.0,-0.46087720984770053,-0.062243901482183624,0.1592266098201125
ABBV,0.0,-1.8099424786955929,-0.2350353506231011,0.015490966163587694
