,fmp_alpha,mom_1m,mom_3m,mom_12m
IBM,0.0,0.2688136734153237,0.33453190392161325,0.1912553685984275
SBUX,0.0,-0.5632299115387278,-0.05454228891253221,0.1362104216013712
CAT,0.0,-0.12932659581319417,0.7309695569431471,0.46372551132399464
DE,0.0,-0.8947806871380317,0.19487601658957132,0.12760865335804406
UNP,0.0,-0.7656455044406285,0.3429326351943933,-0.01894725501654071
BA,0.0,-1.3108552232656412,-0.15924323511907135,0.3491308515765782
AAPL,0.0,-0.32304181254688524,-0.17581584265548988,0.11107121141190501
MSFT,0.0,0.47788540423461034,0.05587802012565035,0.28919255023604873
AMZN,0.0,0.3912771739369778,0.5806846607363538,0.13628630121964413
NVDA,0.0,0.5463725222395501,0.49358612130629975,1.296358411379205
GOOGL,0.0,0.4998798832583491,0.42775383592493244,0.26871888355641504
GOOG,0.0,0.5250845423504051,0.43176378025117135,0.26667504785255514
META,0.0,-0.005304345784628239,0.5163217712066177,0.7339732341883172
TSLA,0.0,1.6734058957952502,0.3317309495837315,0.07227231325794614
BRK-B,0.0,0.31217385599647285,0.3643007068098951,0.2593950343179544
JPM,0.0,-0.6552358634796231,0.16192336025989018,0.25588301937293145
JNJ,0.0,-0.5709678152448374,0.1290059519548321,0.0328751463340875
V,0.0,0.24724245141713566,0.43106155560311343,0.21019791383330977
UNH,0.0,-0.6937583536287013,-0.029759212843365468,-0.06066769461993027
PG,0.0,-0.20301628561539387,0.24953214892258924,0.11987622379402285
MA,0.0,0.5280137632405251,0.4715572560613768,0.23805943987129108
HD,0.0,-0.06430723802812244,0.36705802464694504,0.15096416480594255
BAC,0.0,-0.7053108886729156,-0.014422628987271313,-0.13129835279286484
CVX,0.0,0.2897150048256494,0.24578951100292645,0.0918853460465956
LLY,0.0,1.3024576869050626,1.2497000883166045,0.6915071244403952
XOM,0.0,0.5982946011948491,0.41601199014179713,0.24748241193066892
AVGO,0.0,0.04323691927859885,0.07642188916831394,0.5627195660542804
COST,0.0,-0.004804387248320108,0.2952644842926335,0.07032991439188985
ABBV,0.0,-0.07906393997670325,0.4166790423313813,0.12453489995417899
PFE,0.0,-0.6640010945070598,-0.6069391610259198,-0.27435810280019823
MRK,0.0,-0.10029060525739375,-0.03471215164233188,0.2500530589043686
PEP,0.0,-0.1664257822403563,-0.002546728549249977,0.07231168570570046
KO,0.0,-0.4848330475834377,-0.09827856092695386,-0.026903279487230036
ADBE,0.0,0.7372895540602888,0.6120120553057506,0.4129184747461191
CSCO,0.0,0.534529885560552,0.4538953318871548,0.24847865345499717
WMT,0.0,0.34626295268029317,0.254291964266419,0.20461888167380782
MCD,0.0,-0.22680376811431024,-0.06781033064263786,0.11279848063177822
ACN,0.0,0.10050347645922875,0.015442876741214473,0.11564086771743576
CRM,0.0,0.39937508029087443,0.21231446711632485,0.34346283781071985
TMO,0.0,-0.6479948560583773,-0.09141182392685687,-0.0897514878622514
DIS,0.0,-0.7224717040443371,-0.44148877182034996,-0.27600019332502135
LIN,0.0,0.13866044051446202,0.15025174276071995,0.3072082612881857
NFLX,0.0,-0.3797518427224311,-0.15871590864395335,0.659089293352219
ABT,0.0,-0.3811747089680759,0.06774160409565644,-0.018021055725647273
DHR,0.0,-0.2046818279787943,0.21043772788922288,-0.10633326543364663
WFC,0.0,-0.39485697647321993,0.016839970729965792,-0.0037066592073627946
CMCSA,0.0,-0.3447184712280218,0.4652739137169428,0.30284109370817935
VZ,0.0,0.12194580239838526,-0.08342543016388104,-0.14093276753437223
NEE,0.0,0.06742695510475816,-0.28897303852900924,-0.2272906580294799
NKE,0.0,-1.2959601058828394,-0.38041038927615034,-0.08519900869615427
PM,0.0,-0.06856068038940766,0.14332358824585256,0.04564315858910761
TXN,0.0,-0.42252998426616406,-0.24483542779348033,0.030289486373469288
HON,0.0,0.1385381098811349,-0.15652071070773177,0.0406824436477794
UPS,0.0,-1.2536548420356706,-0.30999298673596387,-0.16528871588857152
LOW,0.0,0.17593191089678095,0.24103900510609355,0.16248632039025723
RTX,0.0,-1.4801508198501336,-1.029941646398532,-0.09523555064325451
MS,0.0,0.004423896113788572,0.01095281517019675,0.03816752054196315
INTC,0.0,1.0394774083791374,0.6124366474321037,0.31744810824389025
GS,0.0,0.015512549441921928,-0.034623854676084864,0.03901390738805366
AMD,0.0,-0.38418915972413537,-0.4998627787024317,0.3781664910100173
IBM,0.0,0.39121681799446995,0.30717203355072886,0.18168870076545884
SBUX,0.0,-0.4797468442013324,-0.058740461060582394,0.1391644452390438
CAT,0.0,-0.35159430186142426,0.5206500497541144,0.4274318086734218
DE,0.0,-0.9667265518628945,0.07972826268682898,0.12276106612539706
UNP,0.0,-0.8795163470006035,0.3106826551434536,-0.036958492173160606
BA,0.0,-1.4894286988423784,-0.18066468577267125,0.33083154655235825
AAPL,0.0,-0.08391450624001129,-0.15495140954223396,0.17848382819511066
MSFT,0.0,0.652826459097902,0.050783889641256685,0.35201922748650505
AMZN,0.0,0.6280709036133021,0.584674086410212,0.20596412337630088
NVDA,0.0,0.5233753459299795,0.3101899434817854,1.393106111524063
GOOGL,0.0,0.7641811819944966,0.47386872980050354,0.3379314111973396
GOOG,0.0,0.7975133678180213,0.4766345188557737,0.33613293391483823
META,0.0,0.4228227147433623,0.5736556223073248,0.8495202984290722
TSLA,0.0,2.223403442180558,0.4313024334535642,0.13011560176948989
BRK-B,0.0,0.5002124635593761,0.388397154388858,0.29938587023218544
JPM,0.0,-0.11609722359285168,0.254815372206064,0.31004483977063
JNJ,0.0,-0.5541327938916538,0.10266921825267028,0.05739534824214709
V,0.0,0.09229623153890198,0.32813103961813583,0.21835601280700878
UNH,0.0,-0.5000305098941453,0.2576563513476855,-0.020283314299540334
PG,0.0,0.005959535215398937,0.2557904319253206,0.15151155794657167
MA,0.0,0.5673809687289997,0.40681218275429787,0.26933492181340346
HD,0.0,-0.005756185462888919,0.41798127171257793,0.2283738482409663
BAC,0.0,-0.1858079525557068,0.06925625277744363,-0.08404693271535779
CVX,0.0,0.7142535994031611,0.30645339808144456,0.1171084218320827
LLY,0.0,0.9647052748556,1.1832255586845712,0.7070909494054116
XOM,0.0,1.120771879974483,0.5354693169364313,0.28864823979162946
AVGO,0.0,0.4691993272390307,-0.0008990889966913329,0.6325930676863961
COST,0.0,0.1658767149004312,0.2914140709605264,0.13343575052830792
ABBV,0.0,0.12913306937137303,0.5423458913657724,0.1669652261013883
PFE,0.0,-0.41439851836452535,-0.5073708647380748,-0.2393949788809714
MRK,0.0,0.05772093940764611,0.030750134809677476,0.28230345802179035
PEP,0.0,0.08637410417462243,-0.0038443877294938034,0.11832987815942209
KO,0.0,-0.30711965315527,-0.09247536600324358,0.013832889967691053
ADBE,0.0,0.7885106696516759,0.5973861534519331,0.4809565162674996
CSCO,0.0,0.6744767026307938,0.44809373944103514,0.2994370043413894
WMT,0.0,0.4574189538876263,0.2302901039929406,0.22943414920264338
MCD,0.0,-0.07852048008009715,-0.023750693871799733,0.1465746077383301
ACN,0.0,0.3693366087902792,0.05113203957756296,0.170734687725706
CRM,0.0,0.5840694089732272,0.20384943506170705,0.3887949148104375
TMO,0.0,-0.3968332151672396,-0.008998025201652382,-0.046323663837075646
DIS,0.0,-0.341766721480778,-0.3339185622375127,-0.22424487245136682
LIN,0.0,0.3714300243094897,0.18733669781211448,0.34961854769238543
NFLX,0.0,-0.6073342559607924,-0.3198204100405917,0.7083778762264843
ABT,0.0,-0.25360718704564933,0.011764667548121999,0.013261389706108906
DHR,0.0,-0.06475167395011905,0.27328410312372675,-0.06231757396624349
WFC,0.0,0.10659549300927695,0.1455372280906766,0.06571751883357269
CMCSA,0.0,-0.25975289899193355,0.5187144626276581,0.3826377635498772
VZ,0.0,0.29055118981086947,-0.0905768244234122,-0.11196143092830502
NEE,0.0,0.4290820050382007,-0.1881997702612943,-0.19338197434955984
NKE,0.0,-1.041929180914705,-0.5639632436084083,-0.014868795636256982
PM,0.0,0.21864343624867244,0.19808650324952204,0.09414367989540029
TXN,0.0,-0.135276984449062,-0.19705155203258995,0.08710720175443021
HON,0.0,0.37054529963648974,-0.10350575371520776,0.08768563910588234
UPS,0.0,-0.8802039688448637,-0.28304546509123574,-0.10977308708508937
LOW,0.0,0.3922506014956504,0.3227863226731644,0.23330512713940055
RTX,0.0,-1.3808782131698218,-0.9196253015968736,-0.049508537079052006
MS,0.0,0.41680875647924376,0.10872450129419908,0.09357949784002395
INTC,0.0,1.331229271931175,0.41082188595837543,0.38832548408580514
GS,0.0,0.555771885431652,0.12760274938581473,0.10907973430136297
AMD,0.0,-0.4370001937780055,-0.6299086428049714,0.45804977480135023
IBM,0.0,0.46002122274362645,0.340463062648904,0.21315808744384757
SBUX,0.0,-0.33588702262738046,-0.10554106473807812,0.15530949506719027
CAT,0.0,0.2396541545035098,0.6513711914155276,0.4935812920316573
DE,0.0,-0.5210743698189684,0.16563188896123204,0.1749633574360504
UNP,0.0,-0.4548904190836316,0.3015833548803548,0.013519168366257106
BA,0.0,-1.2264081786613383,-0.10502494272894225,0.4058381618790021
AAPL,0.0,-0.07416234548829648,-0.21628444642249667,0.1647879774795311
MSFT,0.0,0.38146054686548325,-0.17703513148137562,0.32608255070177916
AMZN,0.0,0.49566165617720387,0.4431627169274033,0.16240289667237784
NVDA,0.0,0.2038607509676993,0.19434212675357365,1.3569938553729677
GOOGL,0.0,0.8034496996949176,0.4075926904300209,0.3263713985645209
GOOG,0.0,0.844960465978084,0.41173856701694955,0.32587501626136384
META,0.0,0.2879917241740344,0.30317902779994865,0.823744349070708
TSLA,0.0,2.53079558633549,0.42125632333517204,0.08826376772711064
BRK-B,0.0,0.4601529923492813,0.3239628011698814,0.2944802869661386
JPM,0.0,-0.10153505641844562,0.19736319965893,0.30935049126636904
JNJ,0.0,-0.6838393138607115,-0.007161000313526067,0.022754824063314416
V,0.0,0.09802006409390351,0.27220044940809984,0.21787274457468453
UNH,0.0,-0.3492918700389138,0.2141863459829314,-0.005728821691848518
PG,0.0,0.027800967318261094,0.16693282297011303,0.140820057463952
MA,0.0,0.5979978568081954,0.37051660309581136,0.2704318511577074
HD,0.0,-0.3376249386402237,0.2873979111618832,0.20912020785227525
BAC,0.0,-0.07413520195217638,-0.015687588451350987,-0.09278736751108807
CVX,0.0,0.707576770787703,0.25840369242448924,0.08852523194146955
LLY,0.0,0.6493573715476764,1.0199065890894592,0.6699114873571517
XOM,0.0,1.1383935156332536,0.44643616339321524,0.2487923735906057
AVGO,0.0,0.33094439544587173,-0.0797407276062776,0.5956734593451689
COST,0.0,-0.024588362439796452,0.21677650738203091,0.12305368197498322
ABBV,0.0,0.05627304699653868,0.51304733161665,0.14973692411501094
PFE,0.0,-0.4720219034102855,-0.5565749535932643,-0.24092600571283063
MRK,0.0,-0.029953986753688877,-0.0230890230349452,0.25973762879942275
PEP,0.0,0.0028652952096814843,-0.09025346821562064,0.1029904503046376
KO,0.0,-0.4152307499003256,-0.1826813954940767,-0.00024768320491708185
ADBE,0.0,0.38018503030756845,0.33388553664579446,0.4303165341431793
CSCO,0.0,0.6904038573122655,0.3482946147122381,0.29690854300000913
WMT,0.0,0.40600624572901856,0.19351368524418744,0.2277969301686983
MCD,0.0,-0.23308604432510327,-0.17337351840634385,0.11818119754242018
ACN,0.0,0.20592491118187795,-0.1109997473202653,0.16851787762313608
CRM,0.0,0.4578263323426346,0.07951562643867449,0.3559761816905278
TMO,0.0,-0.27471960691201236,-0.12512961727389138,-0.04407040545856156
DIS,0.0,-0.08735173966462106,-0.3031346951310936,-0.21779547769098762
LIN,0.0,0.36568932561173506,0.14598370881155764,0.3414936734145855
NFLX,0.0,-0.48004806448139536,-0.39528971584693195,0.6720530691416382
ABT,0.0,-0.3127808121750739,-0.09229290335524398,0.004881069769907653
DHR,0.0,0.13367688332163175,0.21647683412205332,-0.055155857252480955
WFC,0.0,0.22432016359970186,0.10971895123665432,0.06228453690084701
CMCSA,0.0,-0.24459188738054083,0.40315437142322086,0.338842594908086
VZ,0.0,0.2031918251517033,-0.1992858295879354,-0.1079957032427511
NEE,0.0,0.2798294942705697,-0.2774140778515424,-0.20278824114560523
NKE,0.0,-1.1556054592502805,-0.5864774861540041,-0.03660234343943003
PM,0.0,0.23361766751315471,0.10474253603395134,0.09213738570360264
TXN,0.0,-0.2091269659133106,-0.3019246489319305,0.050375993816631603
HON,0.0,0.4219471800173711,-0.17836575403069999,0.11210841893583767
UPS,0.0,-0.7239867042032992,-0.3831584131788053,-0.10214720911928354
LOW,0.0,-0.0810423204577253,0.058807934239692106,0.1926632239323599
RTX,0.0,-1.2608745302224067,-0.9508347890358371,-0.07750696539099144
MS,0.0,0.35070675383906735,0.029899474757959954,0.08460124737465846
INTC,0.0,1.5163333679587803,0.3034494818950795,0.37202520710582554
GS,0.0,0.5970072759814888,0.08845716848462404,0.10661235856101436
AMD,0.0,-0.5671329152261042,-0.7256543194589149,0.4043932835176135
IBM,0.0,0.4535181148055676,0.26849083689533826,0.200515472713504
SBUX,0.0,-0.3229071830242538,-0.1721941924384054,0.09048194799672427
CAT,0.0,0.2187470270549947,0.5316448766139881,0.4796883401225228
DE,0.0,-0.2937738463002777,0.09493038367398299,0.1825890757384152
UNP,0.0,-0.5383878378912885,0.1946992226466584,0.039339338194019136
BA,0.0,-1.1610175563983058,-0.16929979464383127,0.38810425959737405
AAPL,0.0,0.3032744842091537,-0.1252813182971093,0.2006201927090121
MSFT,0.0,0.4711835051638964,-0.12474578685118055,0.34968339990845676
AMZN,0.0,0.5574551012773341,0.482460439817193,0.17714095938255503
NVDA,0.0,0.25892537309531827,0.19605836349502415,1.373616751045028
GOOGL,0.0,0.7601791982056012,0.4811783290597389,0.3521352741216941
GOOG,0.0,0.7764953562067092,0.4855777568716597,0.3491961492719772
META,0.0,0.7527426900283527,0.34474693151973446,0.8438900188599866
TSLA,0.0,2.471746267653353,0.2159243183524615,0.051295624185023425
BRK-B,0.0,0.5751659873842474,0.3696823544362742,0.30764436089145764
JPM,0.0,0.04871890016420233,0.2010778048617241,0.29644381216028115
JNJ,0.0,-0.7210782671930458,0.005757058411949956,0.026465121432158734
V,0.0,0.37308900714791493,0.28323945834050956,0.25303213497609944
UNH,0.0,-0.13621881854753326,0.2724557889931578,-0.03281179758588004
PG,0.0,0.1593859117545522,0.15245683793237896,0.15222019802098352
MA,0.0,0.7328248664695907,0.42421097177150724,0.30450444165198565
HD,0.0,-0.2852681781800368,0.2575132639677191,0.21361075586326583
BAC,0.0,-0.10029139038882695,-0.001421952764114831,-0.11439911768201505
CVX,0.0,0.5586501131706956,0.3016372010736461,0.10909555774904756
LLY,0.0,0.7467684801825922,1.0443158649228308,0.6627781239771638
XOM,0.0,1.0031272408082592,0.507219000840426,0.28591242100772274
AVGO,0.0,0.3921146575445169,-0.018274024188842386,0.6146509985548299
COST,0.0,0.36905435949533105,0.3043863937566509,0.14334356734149323
ABBV,0.0,0.3200689875740821,0.4797771794757466,0.14042158226178592
PFE,0.0,-0.9677637771583258,-0.6368842140032727,-0.24883208667427936
MRK,0.0,-0.01809626562717037,-0.009004245934349786,0.26484914855989894
PEP,0.0,0.15491620190212885,-0.10752872503671007,0.11705439732936007
KO,0.0,-0.3663117254135977,-0.18709155385334642,0.019435303814906324
ADBE,0.0,0.5260511721772283,0.32579048842531444,0.6049226051127788
CSCO,0.0,0.30493132636375275,0.34210744771628976,0.3133318108940675
WMT,0.0,0.5867039201476238,0.21909607772400674,0.2311870586411252
MCD,0.0,-0.10575269886031524,-0.19546211931961333,0.12517410945563956
ACN,0.0,0.41273895312491016,-0.01581577144261681,0.19601445355643232
CRM,0.0,0.662545850257898,0.08987850088494342,0.39211589326535967
TMO,0.0,-0.6172228914577906,-0.20205081223693444,-0.04816955674081169
DIS,0.0,-0.10634835911902485,-0.2599218462215349,-0.20903217682048203
LIN,0.0,0.3970608785249641,0.15344492939415266,0.35311219060695576
NFLX,0.0,-0.19722542689417777,-0.30131763616952867,0.6154131513763328
ABT,0.0,-0.4471110132138403,-0.16640423794538206,0.004436873802044938
DHR,0.0,0.06308769159790684,0.22136276356241336,-0.06159689653776191
WFC,0.0,0.2844915929473566,0.17049597167688502,0.053346280557715064
CMCSA,0.0,-0.14182582768064123,0.45483432028073567,0.35893477104452576
VZ,0.0,0.18433777841956633,-0.23246980273666606,-0.10953813543872659
NEE,0.0,0.2192021642812434,-0.36702367760014765,-0.17639571068266713
NKE,0.0,-1.0814120622293548,-0.6593997937223444,-0.030351611328970463
PM,0.0,0.4560871128487456,0.1468820244537863,0.10062466440586404
TXN,0.0,-0.19661817948275218,-0.2666850426549163,0.06738317438503749
HON,0.0,0.5430901740811449,-0.1339349170823474,0.1367336183817397
UPS,0.0,-0.87686856821747,-0.42475019822494886,-0.08370418555144565
LOW,0.0,0.009439198464224141,0.050853585677591795,0.18924699178077553
RTX,0.0,-1.445538210030156,-0.9731088265743746,-0.07660954313762836
MS,0.0,0.4202817956522824,0.08684481074414974,0.07563933023698288
INTC,0.0,1.8937855690194914,0.2537199307162532,0.3865048122173481
GS,0.0,0.6823101643381473,0.11443023418236198,0.09556911224272802
AMD,0.0,-0.15521871555849653,-0.5570367787675656,0.42326421763859134
IBM,0.0,0.37751336362438614,0.27045767746672356,0.2115394981743065
SBUX,0.0,0.03608726840252974,-0.1695249748431702,0.10119716695859604
CAT,0.0,0.2669706204663753,0.596107706370522,0.4977951985987136
DE,0.0,-0.19519208600540816,0.07174539562039062,0.18542655684430442
UNP,0.0,-0.5354803398176315,0.21576383131812849,0.03660213289736758
BA,0.0,-1.051104134689686,-0.23734321364860111,0.3702529771488605
AAPL,0.0,0.3440179651708517,-0.10253661450759877,0.21771888643309134
MSFT,0.0,0.4713821901901385,-0.07972079998742698,0.35104770498876536
AMZN,0.0,0.42406761140049287,0.40606422502376116,0.18212985027936313
NVDA,0.0,0.15261192879895313,0.05194937280646306,1.3426890759215322
GOOGL,0.0,0.972973232398219,0.4899108109028867,0.35197318941971956
GOOG,0.0,0.9814658639645994,0.48862080765426086,0.35086694529056783
META,0.0,0.930294512394291,0.33073810935608217,0.8740161022070231
TSLA,0.0,2.7311116907803554,0.020763516110335,0.057211410967651255
BRK-B,0.0,0.5981906361450067,0.36596579265432894,0.31460989180915544
JPM,0.0,0.005815347271450388,0.2165689379712452,0.3018482545442973
JNJ,0.0,-0.6363166545590637,0.0015839349644899414,0.009552977346062752
V,0.0,0.2784586290987612,0.3077543071193656,0.25913046315123056
UNH,0.0,-0.3784098493572614,0.13294788013722947,-0.04032349115917322
PG,0.0,0.0898159696463181,0.177895869950496,0.14322528512900634
MA,0.0,0.6429590713864282,0.40983126239570966,0.3016311389709565
HD,0.0,-0.3886868981274483,0.21035164236891024,0.18893371465762265
BAC,0.0,-0.07911966209450716,0.02738610478363812,-0.1068597118707485
CVX,0.0,0.4712140122681179,0.39225687270211207,0.13493062399810563
LLY,0.0,0.6280819774391024,1.032160251000732,0.6710942171769347
XOM,0.0,0.789358700774387,0.588456247735837,0.3004245772258525
AVGO,0.0,0.3998845063236507,-0.021664011406428152,0.6088220022647065
COST,0.0,0.4515365114144827,0.34611245050707184,0.14498321256656832
ABBV,0.0,0.27576468150596956,0.4917837341497022,0.12668688221435287
PFE,0.0,-0.8958513714084351,-0.5238336102294063,-0.2405853494832687
MRK,0.0,-0.09894647912252852,-0.05921888611872861,0.24940904802073116
PEP,0.0,0.10192033312892601,-0.11533440423066521,0.10457364122963708
KO,0.0,-0.45747047827335896,-0.16817652118337545,0.017264424409379697
ADBE,0.0,0.8180062300341064,0.4707205745928009,0.6534856141125193
CSCO,0.0,0.17698032036513078,0.36254511831167546,0.30844734724574885
WMT,0.0,0.4121154532713418,0.2539194345554323,0.23309654172728822
MCD,0.0,-0.08328334205776722,-0.18061765398767404,0.12096321922813402
ACN,0.0,0.5738170627046046,0.02934812188130831,0.20492832221672996
CRM,0.0,0.6437900041673728,0.004445752048228169,0.4165428822271827
TMO,0.0,-0.513280148077706,-0.12043827610270608,-0.026817321328131638
DIS,0.0,-0.5463932081215175,-0.3355462941537364,-0.22247492017065185
LIN,0.0,0.5068925412683365,0.247139631927066,0.3573018024565485
NFLX,0.0,-0.18801700526934395,-0.3084348616421897,0.599796911648661
ABT,0.0,-0.3467225638024729,-0.19834724725830055,0.01120339061737019
DHR,0.0,0.19886606855339561,0.33038926917191125,-0.03864339705005204
WFC,0.0,0.21779108804526714,0.17921886324314995,0.05291724735172032
CMCSA,0.0,0.009080634463635828,0.5178234498991459,0.3459704005319534
VZ,0.0,0.09508107498225327,-0.17689530390600838,-0.11914415640384124
NEE,0.0,0.04946051099121629,-0.3609039888829475,-0.17162105137039674
NKE,0.0,-1.1657606948856802,-0.5539403145423254,-0.026566648963235018
PM,0.0,0.37602339342381796,0.16450182447755202,0.08820463483524732
TXN,0.0,-0.22597873387538314,-0.20460292148122594,0.053365054667184
HON,0.0,0.5586923226712837,-0.06517989057180307,0.13851434056107725
UPS,0.0,-0.9445724942552274,-0.40638340374347104,-0.041648137968878896
LOW,0.0,-0.06857698416122426,0.07674997281962437,0.1842131488397708
RTX,0.0,-1.5514988465992015,-0.9763794353298767,-0.0731188620358697
MS,0.0,0.518708309431501,0.1397451650782613,0.08279969177807833
INTC,0.0,1.3067006534219492,0.22964124657156315,0.3290385404148468
GS,0.0,0.7271549131037047,0.18743205401456375,0.10773338368421737
AMD,0.0,-0.3603548071169431,-0.5484251840227126,0.4177968595101895
IBM,0.0,0.4317604554786536,0.3540464189181711,0.2072893766868814
SBUX,0.0,-0.22965585341865946,-0.20690722169379328,0.09580872704426768
CAT,0.0,0.2721586488191532,0.6451082234108338,0.5098043894938321
DE,0.0,0.08354331356453448,-0.050055004766735856,0.16773306133775312
UNP,0.0,-0.6597366472316106,0.2541896241146966,0.05932315193713256
BA,0.0,-1.201309505156221,-0.11127186960296687,0.40378665149364656
AAPL,0.0,0.01110517179189019,-0.15981319283789341,0.17267682077898994
MSFT,0.0,-0.020939005249867026,-0.12244415955528387,0.32796637116704297
AMZN,0.0,0.08853054119831194,0.36826727699132666,0.15598016769288436
NVDA,0.0,-1.2182867586726558,0.003686322970028577,1.2988480070781088
GOOGL,0.0,0.513443044095991,0.44817454251830524,0.31814026370950566
GOOG,0.0,0.5378169396620311,0.45017997189772485,0.31819425347892916
META,0.0,0.4355109975441467,0.29772030985469744,0.8444622017713155
TSLA,0.0,1.6757533099463093,0.180550147192728,0.02368363436671206
BRK-B,0.0,0.49563900368145,0.3271583210860567,0.2896658109934659
JPM,0.0,-0.08578900277764312,0.20565404112219143,0.28845620375391057
JNJ,0.0,-0.22608953893192263,0.0252808307996788,0.02183701125822146
V,0.0,0.12975185798213884,0.26616127994879735,0.2530288166303952
UNH,0.0,-0.07356237518922759,0.16563497351946843,-0.021313735350896756
PG,0.0,0.1408076635512101,0.14002553078016122,0.14450161920742488
MA,0.0,0.5240570048618158,0.3645035406129473,0.29786688512077153
HD,0.0,-0.4103357921198647,0.17202747867586377,0.16088476653469475
BAC,0.0,-0.13596212017909037,0.055173493879704605,-0.12687130150102577
CVX,0.0,0.4750521769581244,0.3486630257604677,0.1289683294867947
LLY,0.0,0.4378169658911477,0.9858535978764835,0.6741405849524261
XOM,0.0,0.838567420960644,0.5115216444155757,0.2924550064959123
AVGO,0.0,-0.37040593079201134,-0.015139793669419532,0.5937288554683472
COST,0.0,0.4783968663717797,0.3430154123708977,0.13921830855161477
ABBV,0.0,0.28323217220592944,0.5226972256609268,0.13715849074301
PFE,0.0,-1.1386804332370226,-0.522424574152001,-0.23856159618956396
MRK,0.0,-0.1538218475436426,-0.0950743355781376,0.2612638090163857
PEP,0.0,0.1824480132782984,-0.11644296044428559,0.09442479831512463
KO,0.0,-0.30283128544271243,-0.16188599127827885,0.014132440734695773
ADBE,0.0,0.39566115242289257,0.49607032362147535,0.6540611312244723
CSCO,0.0,0.01716359111079724,0.3927686303259623,0.3024061918747841
WMT,0.0,0.480616685031646,0.25869176921997994,0.22764483876335484
MCD,0.0,-0.05055932614043268,-0.21412410731936804,0.1093945414942834
ACN,0.0,0.41203278582085545,0.07560568958056813,0.19479861587641645
CRM,0.0,0.24869553204311678,0.09086548466494238,0.3954144727309439
TMO,0.0,-0.6013784329184944,-0.13972466092652702,-0.031406521845918856
DIS,0.0,-0.4446497583134579,-0.25621833005005934,-0.22344871376412268
LIN,0.0,0.0931799072010957,0.11335288941887356,0.32290321940163136
NFLX,0.0,-0.5994024118298005,-0.3140664616815325,0.5602340932333543
ABT,0.0,-0.41038290649906006,-0.1967979371615547,0.006482894493587854
DHR,0.0,0.22221092113075658,0.2995816419210824,-0.04838910268034757
WFC,0.0,0.12486152055445032,0.17041973910785924,0.03635270426229342
CMCSA,0.0,-0.07948791506552277,0.4996150685073739,0.34247221902327674
VZ,0.0,0.2331262368451874,-0.15517363812759966,-0.11278152968840649
NEE,0.0,0.13789934472490462,-0.4297942706978848,-0.19943153043922812
NKE,0.0,-1.0162234625209354,-0.5950881316991192,-0.06241106280823716
PM,0.0,0.42852770666177564,0.1158993288087129,0.08850642836511524
TXN,0.0,-0.4084174252445769,-0.14127782680469947,0.040984259285627656
HON,0.0,0.4798421915287059,-0.11159192638404969,0.12665877763671818
UPS,0.0,-0.7796505586796143,-0.3333617478399602,-0.06273787870577996
LOW,0.0,-0.11507625098883167,0.05155992042100399,0.15519378552972796
RTX,0.0,-1.6170378260067726,-1.0675890947531825,-0.078976815805608
MS,0.0,0.423640433090986,0.095397002965937,0.052519955698242415
INTC,0.0,0.6212013411478337,0.2885650255323431,0.27688155713798934
GS,0.0,0.650886031142694,0.19509524893245356,0.08503396989122824
AMD,0.0,-0.825560528431935,-0.36904163716462834,0.40189984110911325
IBM,0.0,0.6292136125927836,0.5114875157945726,0.2262206904233225
SBUX,0.0,-0.15004006035915873,-0.23581331980186393,0.08538001189710909
CAT,0.0,0.2726832812637898,0.6244409122339367,0.491288799054325
DE,0.0,0.3817044811866923,-0.09796732370580497,0.15378157970237882
UNP,0.0,-0.5228607537154994,0.23189237510252037,0.04519573774367036
BA,0.0,-1.3553144858455624,-0.1470852289203357,0.3893787577360607
AAPL,0.0,-0.19010618991851747,-0.2613225590800843,0.14812736328892495
MSFT,0.0,-0.0891048241835728,-0.21178889732499684,0.3325749182541765
AMZN,0.0,-0.4017985965548756,0.021581376597866075,0.1317405468118107
NVDA,0.0,-1.2327026946761044,-0.11003910763510527,1.2856585556630575
GOOGL,0.0,0.15059846764247453,0.2630275912577682,0.31220649910000353
GOOG,0.0,0.17920163675983192,0.26815928221405727,0.31367658981632085
META,0.0,0.37338794797219643,0.19911598795764007,0.8443853093708757
TSLA,0.0,1.2617891773544039,-0.0038000125262542817,-0.0014549141648116937
BRK-B,0.0,0.431637822477545,0.3080476622653334,0.28653979277039254
JPM,0.0,0.06838528735131977,0.25119044094704757,0.30024685962416287
JNJ,0.0,-0.2225336795824191,-0.04797846941586137,0.022028442533527537
V,0.0,-0.18648121725560163,0.15918675294970086,0.236787600477403
UNH,0.0,0.2748471206165224,0.21958395758151106,-0.0015697933452962776
PG,0.0,0.031357539407146806,0.09141273288394647,0.13936524970593278
MA,0.0,0.17343238442537956,0.27715898802988015,0.2828379476169375
HD,0.0,-0.583941996960395,0.11291683960420862,0.1700170669495079
BAC,0.0,-0.056040388379770434,0.07049013504389467,-0.12956258274605725
CVX,0.0,0.46559172362810486,0.37062136245295507,0.1239636215869877
LLY,0.0,-0.05211911433124605,0.8075289188451249,0.6508817806970957
XOM,0.0,0.7378904659609211,0.4775637069019041,0.286640238270066
AVGO,0.0,-0.5609687439053097,-0.09715318356989577,0.5843251416418132
COST,0.0,0.3989440379620137,0.24564128506906258,0.1376300757549609
ABBV,0.0,0.42248746007361415,0.5019012757904999,0.14220184271249814
