date,AAPL,MSFT,AMZN,NVDA,GOOGL,GOOG,META,TSLA,BRK-B,JPM,JNJ,V,UNH,PG,MA,HD,BAC,CVX,LLY,XOM,AVGO,COST,ABBV,PFE,MRK,PEP,KO,ADBE,CSCO,WMT,MCD,ACN,CRM,TMO,DIS,LIN,NFLX,ABT,DHR,WFC,CMCSA,VZ,NEE,NKE,PM,TXN,HON,UPS,LOW,RTX,MS,INTC,GS,AMD,IBM,SBUX,CAT,DE,UNP,BA
2020-03-31,0.029995802286966553,0.029989769131438793,0.029991820010123092,0.029996826873121846,0.008109956107897172,0.01666429831312407,-3.2058098514076652e-06,0.001428920757876519,0.02999957890312231,0.016670804415740603,0.02999708327661821,0.027291692858463223,0.0014075770005642632,0.02999283880933408,0.030007370489997902,0.005459427614413365,6.954545945471596e-07,0.0031046636021089032,0.029990965781767465,0.030008128252633222,-8.387351845822584e-07,0.01666043925699324,0.0204975603810388,-5.064110453385384e-06,0.0166612040273268,-1.4392432749819047e-06,0.02999973578508704,0.029990292988597386,-1.8930143922949121e-06,0.0166598527475016,0.016667370612443645,0.016664669876017245,-3.16487020735841e-06,0.028146061157614213,0.008332722654710285,0.00668224962047516,0.0299904984525997,0.019217233144285813,0.029996541011380932,0.014027271613926647,-3.715457985718296e-06,0.02999033545874561,0.007059405035042776,0.03000545073359361,0.020771071316334332,-2.6837836673700214e-06,0.030007642532613985,0.029994433557909494,0.030004969209974915,0.006366537366507603,0.009933185286806845,-2.6336769963603683e-06,0.016671462837397164,0.00805336187297428,0.030001005534468935,4.613689715747122e-07,0.030001500702162818,-3.8310408053142817e-07,0.030000778912965778,0.010861541651771528
2020-06-30,0.026768449080904654,0.029989984942110335,0.029987562684242318,0.017153919690929595,0.008107886431936648,0.01666185491585368,0.01983768839623618,0.013825506976677088,0.02999975028728972,0.016684360559814673,0.014723597735458317,0.030008728692609402,2.124154742797937e-06,0.029989773166203212,0.005095883723311198,0.005459374381339636,4.475817869647914e-06,0.0032794372412520457,0.02998955835766902,0.03001214667050804,0.017954806922343955,0.016651562416746472,0.02050082075963185,-2.1416915405897437e-06,-4.790059647533095e-06,-3.361554587431468e-06,0.03000141738454905,0.014519233913055495,-1.3932148754306753e-06,-6.8900940465808386e-06,0.01666419967655585,0.016664666799161548,-4.077773586250192e-06,0.028141536507191645,0.02760538804834199,0.03000295647442328,0.018297895889936494,0.029981162462537764,0.029994910733894996,0.021912073278950152,0.029995262584113353,0.02999139313702526,0.024361248202864918,0.022965071892736635,0.00034337935008624487,-2.2099315268192926e-06,0.030013320895168793,0.00270635322149191,0.03000963613641668,0.006380919039644919,0.0300076294455959,-1.9560240107952636e-06,0.015047464530495151,0.0007124885932548303,0.030005089245069717,1.0872952083283836e-06,0.030002617638578442,0.010987744118896236,0.030004083976550064,1.7391999296147814e-05
2020-09-30,0.058009753071803616,0.03017560724404698,0.05801082926956203,0.01716131020007935,0.008113922086691596,0.008167906110325219,0.01984702179279005,0.0138134849133642,0.029999408420607093,0.016680576047618044,2.824889496063849e-06,0.030011459852546708,2.6856439740827515e-06,0.029996024863545735,0.006477546367025042,0.0005757947908483722,2.7594945060104833e-07,1.4463460480741257e-06,0.02176526034824467,0.03589370031886421,4.0950655994921596e-07,1.981128431268626e-06,0.0041195755388574624,0.013050763069826946,-2.102651969019057e-06,7.798155399906393e-07,0.01122255906956344,2.5572062966545577e-06,-2.1893188448130728e-07,2.887662014125962e-06,0.016666043115441766,0.019847329081400123,0.009648309207668694,0.028139592268116593,0.01864776491778227,0.04106394608744177,0.013440466352129503,0.03513237228478208,0.0074632216381293835,0.01841904706751343,0.020642662911816916,0.05800567252396293,0.024362698067948007,0.0103163355395105,1.5292601868583306e-06,9.361549344588827e-07,0.05799833695916762,0.027806827290219622,0.05618746102041954,0.006380444518341702,0.03000814832084831,2.2590866563872994e-06,2.3867091685021467e-06,0.0007178313635931188,0.03000835079957242,5.063914097073892e-07,0.03000389294475885,0.010990172713277341,0.014888307125285891,0.00010107144912673248
2020-12-31,0.0639519080119918,0.030168494559055518,0.05800738975388963,-8.362532941753727e-06,0.02693690232727587,0.008164102940053809,0.02037340265670198,0.013813164731702956,0.01432432138803507,0.016681244280124508,2.8295855737465325e-07,0.03502958107290442,0.033555816808945385,0.02999212037783657,0.006481938365537641,0.0030838363267343765,0.015528592594400691,-2.7847934063492185e-07,0.0038486142792686978,0.0012963537343151285,0.0428113580826367,-4.7275009324965615e-07,0.024741347831642557,0.018468716566190785,-5.101695977299578e-07,0.01781466250175647,-1.356567786525408e-07,-1.6350951509988162e-06,0.017304550116951815,0.02866838655864119,0.010255266280499586,0.019841895365567054,0.01764649074132179,0.028127699197944757,0.018645919239531218,0.010032502385719401,0.005914766826770463,-3.116863051108397e-06,-3.897494134224276e-06,0.018419301441417693,0.037858011780437906,0.00283947674961167,0.01756157158897142,0.004306072905179633,0.00936645868643952,-1.1799816680399574e-06,0.05799681346750561,0.006864572537428646,0.0561737144446628,8.263799637583262e-06,0.030002119359359397,0.010681319111012008,7.187659817472283e-07,-6.103178615567763e-06,0.030007070986322517,0.035671869328928144,0.009940751414255721,0.024154583050630184,-2.2727911680397223e-06,0.006663633704771587
2021-03-31,0.06394827916515768,0.04531567668739484,0.07000163357598507,-3.607559644062995e-06,0.02693818299404341,0.008165588045850856,0.013865323200449118,0.014435452320302642,0.061274822375507736,0.021118138308437253,-1.1345334488988397e-07,0.02696747242628631,0.025714842040186255,0.02999576887537564,9.997344341629735e-07,0.04491655074881536,0.015534882278304435,6.950548796634441e-07,0.01598328504622826,-1.4639981853935889e-06,0.04281209948736504,5.172968847397918e-07,2.4693672105769953e-06,0.010783040348100145,1.1434109122544126e-08,2.9155737367169538e-06,3.7726991533763915e-06,-9.518152468584515e-07,0.025396288953624085,0.028672986153086423,0.010257904420062034,0.019846979982773186,0.03403577148110596,0.011632750722698277,0.018648672742372585,3.235849981505504e-06,-1.6385820944776043e-06,0.004190017282635182,1.1497995222899095e-06,0.01843249255473647,0.03786238618108927,0.002842419666380172,0.011846066151838799,0.02050490961516911,0.009365863295793695,1.5139388454447012e-07,0.060256229511904784,0.00686636459639423,-7.779366396106437e-07,1.0693251898612577e-05,0.02178981723413794,0.010680232020325595,0.012627531342657653,0.016568610047678446,0.030010585097171052,0.009114163843209898,0.009946418955375482,0.02415767837101784,-2.41554253639033e-06,0.006660151932520947
2021-06-30,0.07000452093314817,0.0453146314496562,0.07000082424660109,0.012218622454866568,0.026938759901195614,0.012900165631181317,0.013866363151041367,0.017942389063237963,0.061275238093783865,1.8054953599486367e-07,0.02296530018524059,0.016963909593197483,0.025711981375779614,0.012377603353432087,-1.0145988127948317e-06,0.04492134856480306,0.04101897005141387,6.694044853817983e-07,0.01598549001010348,0.015486352950542534,0.04281008715875283,1.3855679304325633e-06,0.0032739512025725336,0.010775839469439103,0.006485023096154438,3.5821174445844245e-07,1.996022758221716e-06,-5.034915179552889e-07,0.03746238557220319,8.5772233162793e-05,0.01025690529216019,0.019848063954792192,0.0190621367516047,0.0164944901903844,0.018651627025398167,2.9384955427897448e-06,-2.3199115245227962e-06,0.004186324256403452,0.008231222332709943,0.014876260666343307,0.037862017914616325,0.002841616622796893,0.007559440218448288,0.01317763685546291,0.009361878662975703,0.008328528649484478,0.05540580896967056,0.005290166998536928,1.27633713487468e-06,9.514958738157976e-06,0.021792793606010136,0.0059023385915882185,0.012628083331344719,0.002993018459201716,0.030002675057986466,0.00911496546989959,0.009944468548961959,0.02938572056836008,-1.8655068228985539e-06,3.6355924908588787e-06
2021-09-30,0.0700023909049073,0.07000136873180439,0.046374343338164224,0.012213796085538431,0.026932220220563408,0.024516506697263372,0.022431302903046103,0.02213769663943937,0.06127959520013888,1.5608427071442397e-06,0.022969659025977744,0.016964246967622016,0.025715260729050254,0.012379927120093547,-1.458215337021926e-07,0.035770571572119166,0.04102148246581186,8.014127021328829e-07,0.0074407228652758235,0.02220174550085255,0.026090235525149316,5.26296904017556e-06,-1.6340534174502669e-06,0.010776264991828818,0.00648641845537598,1.5265119292383638e-06,0.02763623159990784,-1.2312983653156808e-06,0.03746840549856942,2.5484964132375807e-06,0.010261062042720884,0.02414633556684841,0.010994089964051426,0.016492482381593558,0.01865733869631471,-1.172387972941871e-07,-1.6913653548057004e-06,0.004192524756809903,0.01759502812795441,0.014879642465152448,0.01551558206270825,0.002846979903854488,0.007556979321408927,0.007829229380024819,0.009362147387170342,0.008323772171060874,0.020828230086526744,0.005292385851245313,2.369796426583104e-06,0.031278237831805875,0.021797407916414272,7.325039234125708e-06,0.018911826692951387,0.013023392022738925,0.02490920745946542,0.009119918752779578,0.009947185098980339,0.027410961627013695,-2.3609041111907986e-07,1.2802004243685655e-06
2021-12-31,0.06998451915834115,0.06145852720083941,0.03826542225480798,0.01220469283364078,0.026921454738073634,0.0245069929756058,0.022430949322376426,0.01693739545495231,0.06128361957182464,8.880714315663417e-07,0.0075272621452440475,0.016953139170404762,0.02571237642490253,0.012382830259218337,-4.226103191248365e-06,0.027566169957551914,0.04102171840698736,2.644011557780748e-06,0.003767564490270472,0.022201707669369103,0.026085016309241225,0.004694671418485178,0.009629031747887942,5.372518858760602e-06,0.006486494882662183,2.0858604634631255e-06,0.02763721075862512,0.01232061387518494,0.0374626397525424,2.5288239231037305e-06,0.010260244154957101,0.024143759513766128,0.017975457405304148,0.016494540288483305,0.016513309838121323,0.01953619926325986,0.0037596279834337825,0.0041917029448200575,0.011683120271371247,0.0015745043642878724,0.007138234497376187,0.003823377756149604,0.032127040181723146,0.01978372146573825,0.00011827962890924826,1.9386379373585514e-06,0.012276059399911825,0.0212929195776428,1.6303933367242073e-06,0.03127106506662761,0.021799092546119433,-2.8843830753476215e-06,0.01891097393228426,0.01828566580917201,0.013567034988741651,0.009123165368370904,0.009953696444156742,0.012427240066341652,0.013291152898087662,0.013226815396621112
2022-03-31,0.030009277339094666,0.029997556508690962,0.030009718574770628,0.026935199526055876,0.026919006565906633,0.02450503945490317,0.015026617937889085,0.018266499793320193,0.03000619743928883,3.612611598334272e-06,0.007529253410330549,0.012311781393539096,0.02571341575506568,0.012383209240824979,0.016387634422787577,0.009551139186639582,0.021115946148033624,0.01084343047644427,0.007090145650285011,0.030015893059769403,0.029999544498472905,0.014943494295364977,0.023124160535454803,1.061198297383333e-05,0.006490631360064364,0.03000564902021129,0.008289204467099569,0.02894457338346088,0.020338859705332852,1.6786989371721804e-06,0.01026517885698535,0.029988817364071958,0.02999863095358044,0.016496312571323373,0.01651581359771201,0.01953310153242575,-9.975424656802235e-07,-6.639696406705836e-07,0.011682947621967745,0.0015749890308480326,0.007144179558961393,0.003827196495725108,0.030003778398801473,0.030001713878413123,0.02971741949099115,0.0017963689133355394,2.254898621389725e-06,0.021298077265614498,0.02728001017976948,0.030001254536017385,0.01443519070087813,-1.5427210413291058e-06,0.018913995749142844,0.018276940138417668,0.013571752149076936,0.013584491805709763,0.009955900492526622,0.02438084655454752,0.013294335146546573,0.009692705071845656
2022-06-30,0.030005211678162634,0.029998879761448882,0.030005269295549995,0.025156236743866897,0.026914569555301554,0.024500735944296227,0.01359448660552027,0.024233026143269273,0.030003901324211414,5.836816193996343e-07,0.007528390820677557,0.012317842057151142,0.030009599679261235,2.344696600126782e-07,0.01638790959731226,0.009556157630360699,0.004902617558025702,0.015218425272485384,-5.848417812005713e-07,0.030014330535585595,0.02999920904873405,0.014943215762234395,0.018488867630608048,1.5458997324043744e-05,0.015924881056996517,0.030005542835604998,0.00829253013856298,0.024709356398341074,-3.41274735509494e-06,-3.9599521876572913e-07,0.010263644876964198,0.02897162032931313,0.029997087924509246,0.016608770571162265,0.016514445561934658,0.03000875620838229,1.3984784773260033e-07,-1.3909031581513283e-06,0.011684809127100453,0.029997531334473783,0.014611489440875343,0.028348715630480747,0.027108232504606283,0.023575941728663882,0.022137794496178375,0.012007757845192694,8.200219692171304e-07,0.029996780439866606,0.027287965402109593,0.029993674257112687,0.015818707840403554,0.015990917334629744,0.018911523601015584,0.007758425604079345,0.013568083279601899,0.013579204084886637,0.00995439663867016,0.009213725708079736,6.927352632945916e-07,0.003366643580008944
